Recog_trials.thisRepN,Recog_trials.thisTrialN,Recog_trials.thisN,Recog_trials.thisIndex,image,correct_key,text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,45.03393860300275,48.03049001000181,48.03049001000181,space,8.217470178002259,947734,001,2023-01-26_14h19.11.907,SEAL_LandmarkRecog,2022.2.4,None,
