image,correct_key,Recog_trials.thisRepN,Recog_trials.thisTrialN,Recog_trials.thisN,Recog_trials.thisIndex,text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,LandmarkImage.started,Recog_Question.started,Recog_key_resp.started,text_4.started,Recog_key_resp.keys,Recog_key_resp.corr,Recog_key_resp.rt,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
Recognition/Incorrect/Landmark24.jpeg,n,0,19,19,19,,,,,,67.79840329798753,67.79840329798753,67.79840329798753,67.79840329798753,y,0,0.6238088840036653,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Correct/Landmark13.jpeg,y,0,20,20,20,,,,,,69.00545719699585,69.00545719699585,69.00545719699585,69.00545719699585,y,1,0.05329120400710963,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Incorrect/Landmark32.jpeg,n,0,21,21,21,,,,,,69.66069695798797,69.66069695798797,69.66069695798797,69.66069695798797,y,0,1.4300095709913876,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Incorrect/Landmark29.jpeg,n,0,22,22,22,,,,,,71.65962923999177,71.65962923999177,71.65962923999177,71.65962923999177,n,1,0.6777499750023708,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Correct/Landmark15.jpeg,y,0,23,23,23,,,,,,72.903364288999,72.903364288999,72.903364288999,72.903364288999,n,0,0.48276380301103927,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Incorrect/Landmark26.jpeg,n,0,24,24,24,,,,,,74.04329039499862,74.04329039499862,74.04329039499862,74.04329039499862,y,0,0.016720818995963782,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Correct/Landmark1.jpeg,y,0,25,25,25,,,,,,74.6671966589929,74.6671966589929,74.6671966589929,74.6671966589929,n,0,0.2806036220281385,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Correct/Landmark4.jpeg,y,0,26,26,26,,,,,,75.53295349900145,75.53295349900145,75.53295349900145,75.53295349900145,y,1,0.14785001799464226,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Incorrect/Landmark35.jpeg,n,0,27,27,27,,,,,,76.27764680699329,76.27764680699329,76.27764680699329,76.27764680699329,n,1,0.0813751190144103,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Incorrect/Landmark22.jpeg,n,0,28,28,28,,,,,,76.97833959100535,76.97833959100535,76.97833959100535,76.97833959100535,y,0,0.0519058030040469,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Incorrect/Landmark23.jpeg,n,0,29,29,29,,,,,,77.59334630600642,77.59334630600642,77.59334630600642,77.59334630600642,n,1,0.23353894101455808,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Incorrect/Landmark40.jpeg,n,0,30,30,30,,,,,,78.40855401800945,78.40855401800945,78.40855401800945,78.40855401800945,y,0,0.04381059799925424,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Incorrect/Landmark31.jpeg,n,0,31,31,31,,,,,,79.0290924939909,79.0290924939909,79.0290924939909,79.0290924939909,n,1,0.1353347520052921,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Correct/Landmark14.jpeg,y,0,32,32,32,,,,,,79.75623988799634,79.75623988799634,79.75623988799634,79.75623988799634,y,1,0.048195718991337344,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Correct/Landmark20.jpeg,y,0,33,33,33,,,,,,80.38797767899814,80.38797767899814,80.38797767899814,80.38797767899814,n,0,0.07939895201707259,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Incorrect/Landmark36.jpeg,n,0,34,34,34,,,,,,81.06810406901059,81.06810406901059,81.06810406901059,81.06810406901059,n,1,0.48581352600012906,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Correct/Landmark12.jpeg,y,0,35,35,35,,,,,,82.11881028101197,82.11881028101197,82.11881028101197,82.11881028101197,n,0,1.3987783910124563,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Incorrect/Landmark35.jpeg,n,0,36,36,36,,,,,,84.11602815901279,84.11602815901279,84.11602815901279,84.11602815901279,y,0,0.3871440819930285,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Correct/Landmark17.jpeg,y,0,37,37,37,,,,,,85.06831696999143,85.06831696999143,85.06831696999143,85.06831696999143,y,1,0.4569795260031242,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Correct/Landmark3.jpeg,y,0,38,38,38,,,,,,86.20024129698868,86.20024129698868,86.20024129698868,86.20024129698868,y,1,0.4649212110089138,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
Recognition/Correct/Landmark19.jpeg,y,0,39,39,39,,,,,,87.39271365999593,87.39271365999593,87.39271365999593,87.39271365999593,y,1,0.575455163983861,,336769,001,2023-02-08_14h36.36.803,SEAL_LandmarkRecog,2022.2.4,None,
,,,,,,,,,,,,,,,,,,87.98860300399247,,,,,,,
