image,correct_key,Recog_trials.thisRepN,Recog_trials.thisTrialN,Recog_trials.thisN,Recog_trials.thisIndex,text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,LandmarkImage.started,Recog_Question.started,Recog_key_resp.started,Recog_key_resp.keys,Recog_key_resp.corr,Recog_key_resp.rt,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
Recognition/Incorrect/Landmark25.jpeg,n,0,11,11,11,,,,,,97.74858958899858,97.74858958899858,97.74858958899858,y,0,0.6097957500023767,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark28.jpeg,n,0,12,12,12,,,,,,98.93651991899242,98.93651991899242,98.93651991899242,y,0,1.3711452620045748,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark16.jpeg,y,0,13,13,13,,,,,,100.96569597101188,100.96569597101188,100.96569597101188,y,1,0.5746767000237014,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark6.jpeg,y,0,14,14,14,,,,,,101.83143630699487,101.83143630699487,101.83143630699487,y,1,1.0116171770205256,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark7.jpeg,y,0,15,15,15,,,,,,103.57321233401308,103.57321233401308,103.57321233401308,y,1,0.38672796700848266,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark5.jpeg,y,0,16,16,16,,,,,,104.68858551999438,104.68858551999438,104.68858551999438,y,1,0.35541744201327674,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark39.jpeg,n,0,17,17,17,,,,,,105.62138337799115,105.62138337799115,105.62138337799115,y,0,0.4199169809871819,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark21.jpeg,n,0,18,18,18,,,,,,106.68539981401409,106.68539981401409,106.68539981401409,y,0,0.6739011760219,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark24.jpeg,n,0,19,19,19,,,,,,107.97249410301447,107.97249410301447,107.97249410301447,y,0,0.47486503698746674,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark13.jpeg,y,0,20,20,20,,,,,,109.05031757600955,109.05031757600955,109.05031757600955,y,1,0.5255388500227127,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark32.jpeg,n,0,21,21,21,,,,,,110.18135425099172,110.18135425099172,110.18135425099172,y,0,0.7089007579779718,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark29.jpeg,n,0,22,22,22,,,,,,111.5344194950012,111.5344194950012,111.5344194950012,y,0,0.8551571770221926,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark15.jpeg,y,0,23,23,23,,,,,,113.02363134201732,113.02363134201732,113.02363134201732,y,1,0.6118463710008655,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark26.jpeg,n,0,24,24,24,,,,,,114.27961189701455,114.27961189701455,114.27961189701455,y,0,0.5614233810047153,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark1.jpeg,y,0,25,25,25,,,,,,115.48453069201787,115.48453069201787,115.48453069201787,y,1,0.4749753630021587,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark4.jpeg,y,0,26,26,26,,,,,,116.61436436400982,116.61436436400982,116.61436436400982,y,1,0.3966791130078491,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark35.jpeg,n,0,27,27,27,,,,,,117.69694650699967,117.69694650699967,117.69694650699967,y,0,1.7923503879865166,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark22.jpeg,n,0,28,28,28,,,,,,120.15695540400338,120.15695540400338,120.15695540400338,y,0,0.3921558570000343,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark23.jpeg,n,0,29,29,29,,,,,,121.13108634299715,121.13108634299715,121.13108634299715,y,0,0.458085263002431,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark40.jpeg,n,0,30,30,30,,,,,,122.18495425101719,122.18495425101719,122.18495425101719,y,0,0.34156374499434605,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark31.jpeg,n,0,31,31,31,,,,,,123.15565568199963,123.15565568199963,123.15565568199963,y,0,0.37787600498995744,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark14.jpeg,y,0,32,32,32,,,,,,124.14178936200915,124.14178936200915,124.14178936200915,y,1,0.5979992779903114,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark20.jpeg,y,0,33,33,33,,,,,,125.3393792519928,125.3393792519928,125.3393792519928,y,1,0.6420795200101566,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark36.jpeg,n,0,34,34,34,,,,,,126.61196173500502,126.61196173500502,126.61196173500502,y,0,0.9287393459817395,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark12.jpeg,y,0,35,35,35,,,,,,128.1372185370128,128.1372185370128,128.1372185370128,y,1,0.9517362269980367,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Incorrect/Landmark35.jpeg,n,0,36,36,36,,,,,,129.7322412370122,129.7322412370122,129.7322412370122,y,0,0.2759166509786155,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark17.jpeg,y,0,37,37,37,,,,,,130.57474944199203,130.57474944199203,130.57474944199203,y,1,0.4780701760028023,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark3.jpeg,y,0,38,38,38,,,,,,131.7336954289931,131.7336954289931,131.7336954289931,y,1,0.32900020299712196,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
Recognition/Correct/Landmark19.jpeg,y,0,39,39,39,,,,,,132.70245910799713,132.70245910799713,132.70245910799713,y,1,0.3113355410168879,,672776,001,2023-02-06_13h47.41.248,SEAL_LandmarkRecog,2022.2.4,60.09917000374776,
,,,,,,,,,,,,,,,,,133.04098140101996,,,,,,,
