5.4723 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
311.4958 	DATA 	Keypress: n
311.5226 	EXP 	LandmarkImage: autoDraw = False
311.5226 	EXP 	Recog_Question: autoDraw = False
311.5226 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark39.jpeg'
311.5226 	EXP 	LandmarkImage: autoDraw = True
311.5226 	EXP 	Recog_Question: autoDraw = True
315.6078 	EXP 	New trial (rep=0, index=18): {'image': 'Recognition/Incorrect/Landmark32.jpeg', 'correct_key': 'n'}
316.1215 	DATA 	Keypress: n
316.1436 	EXP 	LandmarkImage: autoDraw = False
316.1436 	EXP 	Recog_Question: autoDraw = False
316.1436 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark32.jpeg'
316.1436 	EXP 	LandmarkImage: autoDraw = True
316.1436 	EXP 	Recog_Question: autoDraw = True
317.0725 	EXP 	New trial (rep=0, index=19): {'image': 'Recognition/Correct/Landmark14.jpeg', 'correct_key': 'y'}
317.6126 	DATA 	Keypress: n
317.6347 	EXP 	LandmarkImage: autoDraw = False
317.6347 	EXP 	Recog_Question: autoDraw = False
317.6347 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark14.jpeg'
317.6347 	EXP 	LandmarkImage: autoDraw = True
317.6347 	EXP 	Recog_Question: autoDraw = True
322.9582 	EXP 	New trial (rep=0, index=20): {'image': 'Recognition/Correct/Landmark4.jpeg', 'correct_key': 'y'}
323.5244 	DATA 	Keypress: n
323.5465 	EXP 	LandmarkImage: autoDraw = False
323.5465 	EXP 	Recog_Question: autoDraw = False
323.5465 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark4.jpeg'
323.5465 	EXP 	LandmarkImage: autoDraw = True
323.5465 	EXP 	Recog_Question: autoDraw = True
327.7162 	EXP 	New trial (rep=0, index=21): {'image': 'Recognition/Correct/Landmark10.jpeg', 'correct_key': 'y'}
328.2739 	DATA 	Keypress: n
328.2961 	EXP 	LandmarkImage: autoDraw = False
328.2961 	EXP 	Recog_Question: autoDraw = False
328.2961 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark10.jpeg'
328.2961 	EXP 	LandmarkImage: autoDraw = True
328.2961 	EXP 	Recog_Question: autoDraw = True
332.1696 	EXP 	New trial (rep=0, index=22): {'image': 'Recognition/Incorrect/Landmark23.jpeg', 'correct_key': 'n'}
332.7272 	DATA 	Keypress: n
332.7524 	EXP 	LandmarkImage: autoDraw = False
332.7524 	EXP 	Recog_Question: autoDraw = False
332.7524 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark23.jpeg'
332.7524 	EXP 	LandmarkImage: autoDraw = True
332.7524 	EXP 	Recog_Question: autoDraw = True
333.8149 	EXP 	New trial (rep=0, index=23): {'image': 'Recognition/Incorrect/Landmark38.jpeg', 'correct_key': 'n'}
334.3553 	DATA 	Keypress: n
334.3776 	EXP 	LandmarkImage: autoDraw = False
334.3776 	EXP 	Recog_Question: autoDraw = False
334.3776 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark38.jpeg'
334.3776 	EXP 	LandmarkImage: autoDraw = True
334.3776 	EXP 	Recog_Question: autoDraw = True
335.1462 	EXP 	New trial (rep=0, index=24): {'image': 'Recognition/Incorrect/Landmark29.jpeg', 'correct_key': 'n'}
335.7203 	DATA 	Keypress: n
335.7420 	EXP 	LandmarkImage: autoDraw = False
335.7420 	EXP 	Recog_Question: autoDraw = False
335.7420 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark29.jpeg'
335.7420 	EXP 	LandmarkImage: autoDraw = True
335.7420 	EXP 	Recog_Question: autoDraw = True
358.1179 	EXP 	New trial (rep=0, index=25): {'image': 'Recognition/Correct/Landmark19.jpeg', 'correct_key': 'y'}
358.6843 	DATA 	Keypress: n
358.7061 	EXP 	LandmarkImage: autoDraw = False
358.7061 	EXP 	Recog_Question: autoDraw = False
358.7061 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark19.jpeg'
358.7061 	EXP 	LandmarkImage: autoDraw = True
358.7061 	EXP 	Recog_Question: autoDraw = True
360.7801 	EXP 	New trial (rep=0, index=26): {'image': 'Recognition/Correct/Landmark2.jpeg', 'correct_key': 'y'}
361.4541 	DATA 	Keypress: n
361.4765 	EXP 	LandmarkImage: autoDraw = False
361.4765 	EXP 	Recog_Question: autoDraw = False
361.4765 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark2.jpeg'
361.4765 	EXP 	LandmarkImage: autoDraw = True
361.4765 	EXP 	Recog_Question: autoDraw = True
368.4564 	EXP 	New trial (rep=0, index=27): {'image': 'Recognition/Incorrect/Landmark33.jpeg', 'correct_key': 'n'}
369.0008 	DATA 	Keypress: n
369.0230 	EXP 	LandmarkImage: autoDraw = False
369.0230 	EXP 	Recog_Question: autoDraw = False
369.0230 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark33.jpeg'
369.0230 	EXP 	LandmarkImage: autoDraw = True
369.0230 	EXP 	Recog_Question: autoDraw = True
369.9517 	EXP 	New trial (rep=0, index=28): {'image': 'Recognition/Incorrect/Landmark37.jpeg', 'correct_key': 'n'}
370.4556 	DATA 	Keypress: n
370.4776 	EXP 	LandmarkImage: autoDraw = False
370.4776 	EXP 	Recog_Question: autoDraw = False
370.4776 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark37.jpeg'
370.4776 	EXP 	LandmarkImage: autoDraw = True
370.4776 	EXP 	Recog_Question: autoDraw = True
372.0703 	EXP 	New trial (rep=0, index=29): {'image': 'Recognition/Correct/Landmark12.jpeg', 'correct_key': 'y'}
372.6078 	DATA 	Keypress: n
372.6295 	EXP 	LandmarkImage: autoDraw = False
372.6295 	EXP 	Recog_Question: autoDraw = False
372.6295 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark12.jpeg'
372.6295 	EXP 	LandmarkImage: autoDraw = True
372.6295 	EXP 	Recog_Question: autoDraw = True
376.6150 	EXP 	New trial (rep=0, index=30): {'image': 'Recognition/Incorrect/Landmark36.jpeg', 'correct_key': 'n'}
377.1973 	DATA 	Keypress: n
377.2246 	EXP 	LandmarkImage: autoDraw = False
377.2246 	EXP 	Recog_Question: autoDraw = False
377.2246 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark36.jpeg'
377.2246 	EXP 	LandmarkImage: autoDraw = True
377.2246 	EXP 	Recog_Question: autoDraw = True
378.1187 	DATA 	Keypress: n
378.1403 	EXP 	New trial (rep=0, index=31): {'image': 'Recognition/Incorrect/Landmark25.jpeg', 'correct_key': 'n'}
378.7049 	EXP 	LandmarkImage: autoDraw = False
378.7049 	EXP 	Recog_Question: autoDraw = False
378.7049 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark25.jpeg'
378.7049 	EXP 	LandmarkImage: autoDraw = True
378.7049 	EXP 	Recog_Question: autoDraw = True
383.1763 	EXP 	New trial (rep=0, index=32): {'image': 'Recognition/Incorrect/Landmark40.jpeg', 'correct_key': 'n'}
383.7363 	DATA 	Keypress: n
383.7586 	EXP 	LandmarkImage: autoDraw = False
383.7586 	EXP 	Recog_Question: autoDraw = False
383.7586 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark40.jpeg'
383.7586 	EXP 	LandmarkImage: autoDraw = True
383.7586 	EXP 	Recog_Question: autoDraw = True
385.1588 	EXP 	New trial (rep=0, index=33): {'image': 'Recognition/Correct/Landmark17.jpeg', 'correct_key': 'y'}
385.6730 	DATA 	Keypress: n
385.6944 	EXP 	LandmarkImage: autoDraw = False
385.6944 	EXP 	Recog_Question: autoDraw = False
385.6944 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark17.jpeg'
385.6944 	EXP 	LandmarkImage: autoDraw = True
385.6944 	EXP 	Recog_Question: autoDraw = True
389.2231 	DATA 	Keypress: n
389.2439 	EXP 	New trial (rep=0, index=34): {'image': 'Recognition/Correct/Landmark8.jpeg', 'correct_key': 'y'}
389.8319 	EXP 	LandmarkImage: autoDraw = False
389.8319 	EXP 	Recog_Question: autoDraw = False
389.8319 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark8.jpeg'
389.8319 	EXP 	LandmarkImage: autoDraw = True
389.8319 	EXP 	Recog_Question: autoDraw = True
393.0752 	EXP 	New trial (rep=0, index=35): {'image': 'Recognition/Correct/Landmark6.jpeg', 'correct_key': 'y'}
393.3535 	DATA 	Keypress: n
393.3832 	EXP 	LandmarkImage: autoDraw = False
393.3832 	EXP 	Recog_Question: autoDraw = False
393.3832 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark6.jpeg'
393.3832 	EXP 	LandmarkImage: autoDraw = True
393.3832 	EXP 	Recog_Question: autoDraw = True
395.0684 	EXP 	New trial (rep=0, index=36): {'image': 'Recognition/Correct/Landmark13.jpeg', 'correct_key': 'y'}
395.9765 	DATA 	Keypress: n
396.0273 	EXP 	LandmarkImage: autoDraw = False
396.0273 	EXP 	Recog_Question: autoDraw = False
396.0273 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark13.jpeg'
396.0273 	EXP 	LandmarkImage: autoDraw = True
396.0273 	EXP 	Recog_Question: autoDraw = True
401.0888 	EXP 	New trial (rep=0, index=37): {'image': 'Recognition/Incorrect/Landmark26.jpeg', 'correct_key': 'n'}
401.8620 	DATA 	Keypress: n
401.8841 	EXP 	LandmarkImage: autoDraw = False
401.8841 	EXP 	Recog_Question: autoDraw = False
401.8841 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark26.jpeg'
401.8841 	EXP 	LandmarkImage: autoDraw = True
401.8841 	EXP 	Recog_Question: autoDraw = True
402.4833 	DATA 	Keypress: n
402.5046 	EXP 	New trial (rep=0, index=38): {'image': 'Recognition/Incorrect/Landmark21.jpeg', 'correct_key': 'n'}
403.0819 	EXP 	LandmarkImage: autoDraw = False
403.0819 	EXP 	Recog_Question: autoDraw = False
403.0819 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark21.jpeg'
403.0819 	EXP 	LandmarkImage: autoDraw = True
403.0819 	EXP 	Recog_Question: autoDraw = True
403.7779 	EXP 	New trial (rep=0, index=39): {'image': 'Recognition/Incorrect/Landmark35.jpeg', 'correct_key': 'n'}
404.3237 	DATA 	Keypress: n
404.3460 	EXP 	LandmarkImage: autoDraw = False
404.3460 	EXP 	Recog_Question: autoDraw = False
404.3460 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark35.jpeg'
404.3460 	EXP 	LandmarkImage: autoDraw = True
404.3460 	EXP 	Recog_Question: autoDraw = True
405.3434 	DATA 	Keypress: n
405.3554 	EXP 	LandmarkImage: autoDraw = False
405.3554 	EXP 	Recog_Question: autoDraw = False
405.3554 	EXP 	text_3: autoDraw = True
408.3655 	EXP 	text_3: autoDraw = False
408.9617 	EXP 	window1: mouseVisible = True
