6.0854 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
43.4840 	EXP 	text_2: autoDraw = False
43.4840 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark9.jpeg'
43.4840 	EXP 	LandmarkImage: autoDraw = True
43.4840 	EXP 	Recog_Question: autoDraw = True
43.4840 	EXP 	text_4: autoDraw = True
49.9234 	DATA 	Keypress: space
51.9672 	EXP 	New trial (rep=0, index=1): {'image': 'Recognition/Correct/Landmark8.jpeg', 'correct_key': 'y'}
52.7284 	DATA 	Keypress: y
52.7545 	EXP 	LandmarkImage: autoDraw = False
52.7545 	EXP 	Recog_Question: autoDraw = False
52.7545 	EXP 	text_4: autoDraw = False
52.7545 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark8.jpeg'
52.7545 	EXP 	LandmarkImage: autoDraw = True
52.7545 	EXP 	Recog_Question: autoDraw = True
52.7545 	EXP 	text_4: autoDraw = True
53.4143 	EXP 	New trial (rep=0, index=2): {'image': 'Recognition/Incorrect/Landmark37.jpeg', 'correct_key': 'n'}
54.0416 	DATA 	Keypress: n
54.1735 	EXP 	LandmarkImage: autoDraw = False
54.1735 	EXP 	Recog_Question: autoDraw = False
54.1735 	EXP 	text_4: autoDraw = False
54.1735 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark37.jpeg'
54.1735 	EXP 	LandmarkImage: autoDraw = True
54.1735 	EXP 	Recog_Question: autoDraw = True
54.1735 	EXP 	text_4: autoDraw = True
54.5305 	EXP 	New trial (rep=0, index=3): {'image': 'Recognition/Correct/Landmark10.jpeg', 'correct_key': 'y'}
55.3762 	DATA 	Keypress: y
55.4100 	EXP 	LandmarkImage: autoDraw = False
55.4100 	EXP 	Recog_Question: autoDraw = False
55.4100 	EXP 	text_4: autoDraw = False
55.4100 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark10.jpeg'
55.4100 	EXP 	LandmarkImage: autoDraw = True
55.4100 	EXP 	Recog_Question: autoDraw = True
55.4100 	EXP 	text_4: autoDraw = True
55.4571 	EXP 	New trial (rep=0, index=4): {'image': 'Recognition/Incorrect/Landmark30.jpeg', 'correct_key': 'n'}
56.1228 	DATA 	Keypress: y
56.1602 	EXP 	LandmarkImage: autoDraw = False
56.1602 	EXP 	Recog_Question: autoDraw = False
56.1602 	EXP 	text_4: autoDraw = False
56.1602 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark30.jpeg'
56.1602 	EXP 	LandmarkImage: autoDraw = True
56.1602 	EXP 	Recog_Question: autoDraw = True
56.1602 	EXP 	text_4: autoDraw = True
56.4415 	EXP 	New trial (rep=0, index=5): {'image': 'Recognition/Incorrect/Landmark38.jpeg', 'correct_key': 'n'}
57.1062 	DATA 	Keypress: y
57.1378 	EXP 	LandmarkImage: autoDraw = False
57.1378 	EXP 	Recog_Question: autoDraw = False
57.1378 	EXP 	text_4: autoDraw = False
57.1378 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark38.jpeg'
57.1378 	EXP 	LandmarkImage: autoDraw = True
57.1378 	EXP 	Recog_Question: autoDraw = True
57.1378 	EXP 	text_4: autoDraw = True
57.2389 	EXP 	New trial (rep=0, index=6): {'image': 'Recognition/Incorrect/Landmark27.jpeg', 'correct_key': 'n'}
57.8768 	DATA 	Keypress: y
57.8994 	EXP 	LandmarkImage: autoDraw = False
57.8994 	EXP 	Recog_Question: autoDraw = False
57.8994 	EXP 	text_4: autoDraw = False
57.8994 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark27.jpeg'
57.8994 	EXP 	LandmarkImage: autoDraw = True
57.8994 	EXP 	Recog_Question: autoDraw = True
57.8994 	EXP 	text_4: autoDraw = True
57.9511 	EXP 	New trial (rep=0, index=7): {'image': 'Recognition/Correct/Landmark18.jpeg', 'correct_key': 'y'}
58.4905 	DATA 	Keypress: y
58.5494 	EXP 	LandmarkImage: autoDraw = False
58.5494 	EXP 	Recog_Question: autoDraw = False
58.5494 	EXP 	text_4: autoDraw = False
58.5494 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark18.jpeg'
58.5494 	EXP 	LandmarkImage: autoDraw = True
58.5494 	EXP 	Recog_Question: autoDraw = True
58.5494 	EXP 	text_4: autoDraw = True
58.6823 	EXP 	New trial (rep=0, index=8): {'image': 'Recognition/Incorrect/Landmark33.jpeg', 'correct_key': 'n'}
59.2563 	DATA 	Keypress: y
59.2884 	EXP 	LandmarkImage: autoDraw = False
59.2884 	EXP 	Recog_Question: autoDraw = False
59.2884 	EXP 	text_4: autoDraw = False
59.2884 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark33.jpeg'
59.2884 	EXP 	LandmarkImage: autoDraw = True
59.2884 	EXP 	Recog_Question: autoDraw = True
59.2884 	EXP 	text_4: autoDraw = True
59.4012 	EXP 	New trial (rep=0, index=9): {'image': 'Recognition/Correct/Landmark2.jpeg', 'correct_key': 'y'}
59.9462 	DATA 	Keypress: n
59.9928 	EXP 	LandmarkImage: autoDraw = False
59.9928 	EXP 	Recog_Question: autoDraw = False
59.9928 	EXP 	text_4: autoDraw = False
59.9928 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark2.jpeg'
59.9928 	EXP 	LandmarkImage: autoDraw = True
59.9928 	EXP 	Recog_Question: autoDraw = True
59.9928 	EXP 	text_4: autoDraw = True
60.1943 	EXP 	New trial (rep=0, index=10): {'image': 'Recognition/Correct/Landmark11.jpeg', 'correct_key': 'y'}
60.7067 	DATA 	Keypress: y
60.7286 	EXP 	LandmarkImage: autoDraw = False
60.7286 	EXP 	Recog_Question: autoDraw = False
60.7286 	EXP 	text_4: autoDraw = False
60.7286 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark11.jpeg'
60.7286 	EXP 	LandmarkImage: autoDraw = True
60.7286 	EXP 	Recog_Question: autoDraw = True
60.7286 	EXP 	text_4: autoDraw = True
60.8677 	EXP 	New trial (rep=0, index=11): {'image': 'Recognition/Incorrect/Landmark25.jpeg', 'correct_key': 'n'}
61.3968 	DATA 	Keypress: n
61.4214 	EXP 	LandmarkImage: autoDraw = False
61.4214 	EXP 	Recog_Question: autoDraw = False
61.4214 	EXP 	text_4: autoDraw = False
61.4214 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark25.jpeg'
61.4214 	EXP 	LandmarkImage: autoDraw = True
61.4214 	EXP 	Recog_Question: autoDraw = True
61.4214 	EXP 	text_4: autoDraw = True
61.4266 	DATA 	Keypress: y
61.9744 	EXP 	New trial (rep=0, index=12): {'image': 'Recognition/Incorrect/Landmark28.jpeg', 'correct_key': 'n'}
62.5128 	DATA 	Keypress: n
62.5147 	DATA 	Keypress: y
62.5371 	EXP 	LandmarkImage: autoDraw = False
62.5371 	EXP 	Recog_Question: autoDraw = False
62.5371 	EXP 	text_4: autoDraw = False
62.5371 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark28.jpeg'
62.5371 	EXP 	LandmarkImage: autoDraw = True
62.5371 	EXP 	Recog_Question: autoDraw = True
62.5371 	EXP 	text_4: autoDraw = True
62.7449 	EXP 	New trial (rep=0, index=13): {'image': 'Recognition/Correct/Landmark16.jpeg', 'correct_key': 'y'}
63.3265 	DATA 	Keypress: n
63.3284 	DATA 	Keypress: y
63.3302 	DATA 	Keypress: n
63.3314 	DATA 	Keypress: y
63.3745 	EXP 	LandmarkImage: autoDraw = False
63.3745 	EXP 	Recog_Question: autoDraw = False
63.3745 	EXP 	text_4: autoDraw = False
63.3745 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark16.jpeg'
63.3745 	EXP 	LandmarkImage: autoDraw = True
63.3745 	EXP 	Recog_Question: autoDraw = True
63.3745 	EXP 	text_4: autoDraw = True
63.3786 	DATA 	Keypress: n
63.5391 	EXP 	New trial (rep=0, index=14): {'image': 'Recognition/Correct/Landmark6.jpeg', 'correct_key': 'y'}
63.7820 	DATA 	Keypress: y
63.7839 	DATA 	Keypress: n
63.7855 	DATA 	Keypress: y
63.8165 	EXP 	LandmarkImage: autoDraw = False
63.8165 	EXP 	Recog_Question: autoDraw = False
63.8165 	EXP 	text_4: autoDraw = False
63.8165 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark6.jpeg'
63.8165 	EXP 	LandmarkImage: autoDraw = True
63.8165 	EXP 	Recog_Question: autoDraw = True
63.8165 	EXP 	text_4: autoDraw = True
63.8762 	EXP 	New trial (rep=0, index=15): {'image': 'Recognition/Correct/Landmark7.jpeg', 'correct_key': 'y'}
64.4524 	DATA 	Keypress: n
64.4544 	DATA 	Keypress: y
64.4866 	EXP 	LandmarkImage: autoDraw = False
64.4866 	EXP 	Recog_Question: autoDraw = False
64.4866 	EXP 	text_4: autoDraw = False
64.4866 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark7.jpeg'
64.4866 	EXP 	LandmarkImage: autoDraw = True
64.4866 	EXP 	Recog_Question: autoDraw = True
64.4866 	EXP 	text_4: autoDraw = True
65.2225 	EXP 	New trial (rep=0, index=16): {'image': 'Recognition/Correct/Landmark5.jpeg', 'correct_key': 'y'}
65.9234 	DATA 	Keypress: y
65.9254 	DATA 	Keypress: n
65.9265 	DATA 	Keypress: y
65.9281 	DATA 	Keypress: n
65.9499 	EXP 	LandmarkImage: autoDraw = False
65.9499 	EXP 	Recog_Question: autoDraw = False
65.9499 	EXP 	text_4: autoDraw = False
65.9499 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark5.jpeg'
65.9499 	EXP 	LandmarkImage: autoDraw = True
65.9499 	EXP 	Recog_Question: autoDraw = True
65.9499 	EXP 	text_4: autoDraw = True
65.9793 	EXP 	New trial (rep=0, index=17): {'image': 'Recognition/Incorrect/Landmark39.jpeg', 'correct_key': 'n'}
66.4802 	DATA 	Keypress: y
66.4817 	DATA 	Keypress: n
66.4837 	DATA 	Keypress: y
66.4849 	DATA 	Keypress: n
66.5340 	EXP 	LandmarkImage: autoDraw = False
66.5340 	EXP 	Recog_Question: autoDraw = False
66.5340 	EXP 	text_4: autoDraw = False
66.5340 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark39.jpeg'
66.5340 	EXP 	LandmarkImage: autoDraw = True
66.5340 	EXP 	Recog_Question: autoDraw = True
66.5340 	EXP 	text_4: autoDraw = True
66.5613 	DATA 	Keypress: y
66.5831 	EXP 	New trial (rep=0, index=18): {'image': 'Recognition/Incorrect/Landmark21.jpeg', 'correct_key': 'n'}
67.1532 	DATA 	Keypress: n
67.1557 	DATA 	Keypress: y
67.1569 	DATA 	Keypress: n
67.1588 	DATA 	Keypress: y
67.1924 	EXP 	LandmarkImage: autoDraw = False
67.1924 	EXP 	Recog_Question: autoDraw = False
67.1924 	EXP 	text_4: autoDraw = False
67.1924 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark21.jpeg'
67.1924 	EXP 	LandmarkImage: autoDraw = True
67.1924 	EXP 	Recog_Question: autoDraw = True
67.1924 	EXP 	text_4: autoDraw = True
67.2192 	EXP 	New trial (rep=0, index=19): {'image': 'Recognition/Incorrect/Landmark24.jpeg', 'correct_key': 'n'}
67.7737 	DATA 	Keypress: n
67.7762 	DATA 	Keypress: y
67.7984 	EXP 	LandmarkImage: autoDraw = False
67.7984 	EXP 	Recog_Question: autoDraw = False
67.7984 	EXP 	text_4: autoDraw = False
67.7984 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark24.jpeg'
67.7984 	EXP 	LandmarkImage: autoDraw = True
67.7984 	EXP 	Recog_Question: autoDraw = True
67.7984 	EXP 	text_4: autoDraw = True
68.4326 	EXP 	New trial (rep=0, index=20): {'image': 'Recognition/Correct/Landmark13.jpeg', 'correct_key': 'y'}
68.9698 	DATA 	Keypress: y
68.9718 	DATA 	Keypress: n
69.0055 	EXP 	LandmarkImage: autoDraw = False
69.0055 	EXP 	Recog_Question: autoDraw = False
69.0055 	EXP 	text_4: autoDraw = False
69.0055 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark13.jpeg'
69.0055 	EXP 	LandmarkImage: autoDraw = True
69.0055 	EXP 	Recog_Question: autoDraw = True
69.0055 	EXP 	text_4: autoDraw = True
69.0740 	EXP 	New trial (rep=0, index=21): {'image': 'Recognition/Incorrect/Landmark32.jpeg', 'correct_key': 'n'}
69.6250 	DATA 	Keypress: y
69.6267 	DATA 	Keypress: n
69.6607 	EXP 	LandmarkImage: autoDraw = False
69.6607 	EXP 	Recog_Question: autoDraw = False
69.6607 	EXP 	text_4: autoDraw = False
69.6607 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark32.jpeg'
69.6607 	EXP 	LandmarkImage: autoDraw = True
69.6607 	EXP 	Recog_Question: autoDraw = True
69.6607 	EXP 	text_4: autoDraw = True
71.0972 	EXP 	New trial (rep=0, index=22): {'image': 'Recognition/Incorrect/Landmark29.jpeg', 'correct_key': 'n'}
71.6267 	DATA 	Keypress: y
71.6596 	EXP 	LandmarkImage: autoDraw = False
71.6596 	EXP 	Recog_Question: autoDraw = False
71.6596 	EXP 	text_4: autoDraw = False
71.6596 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark29.jpeg'
71.6596 	EXP 	LandmarkImage: autoDraw = True
71.6596 	EXP 	Recog_Question: autoDraw = True
71.6596 	EXP 	text_4: autoDraw = True
72.3507 	EXP 	New trial (rep=0, index=23): {'image': 'Recognition/Correct/Landmark15.jpeg', 'correct_key': 'y'}
72.8798 	DATA 	Keypress: n
72.8818 	DATA 	Keypress: y
72.9034 	EXP 	LandmarkImage: autoDraw = False
72.9034 	EXP 	Recog_Question: autoDraw = False
72.9034 	EXP 	text_4: autoDraw = False
72.9034 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark15.jpeg'
72.9034 	EXP 	LandmarkImage: autoDraw = True
72.9034 	EXP 	Recog_Question: autoDraw = True
72.9034 	EXP 	text_4: autoDraw = True
73.4017 	EXP 	New trial (rep=0, index=24): {'image': 'Recognition/Incorrect/Landmark26.jpeg', 'correct_key': 'n'}
74.0105 	DATA 	Keypress: n
74.0433 	EXP 	LandmarkImage: autoDraw = False
74.0433 	EXP 	Recog_Question: autoDraw = False
74.0433 	EXP 	text_4: autoDraw = False
74.0433 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark26.jpeg'
74.0433 	EXP 	LandmarkImage: autoDraw = True
74.0433 	EXP 	Recog_Question: autoDraw = True
74.0433 	EXP 	text_4: autoDraw = True
74.0680 	EXP 	New trial (rep=0, index=25): {'image': 'Recognition/Correct/Landmark1.jpeg', 'correct_key': 'y'}
74.6448 	DATA 	Keypress: y
74.6672 	EXP 	LandmarkImage: autoDraw = False
74.6672 	EXP 	Recog_Question: autoDraw = False
74.6672 	EXP 	text_4: autoDraw = False
74.6672 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark1.jpeg'
74.6672 	EXP 	LandmarkImage: autoDraw = True
74.6672 	EXP 	Recog_Question: autoDraw = True
74.6672 	EXP 	text_4: autoDraw = True
74.9549 	EXP 	New trial (rep=0, index=26): {'image': 'Recognition/Correct/Landmark4.jpeg', 'correct_key': 'y'}
75.4987 	DATA 	Keypress: n
75.5330 	EXP 	LandmarkImage: autoDraw = False
75.5330 	EXP 	Recog_Question: autoDraw = False
75.5330 	EXP 	text_4: autoDraw = False
75.5330 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark4.jpeg'
75.5330 	EXP 	LandmarkImage: autoDraw = True
75.5330 	EXP 	Recog_Question: autoDraw = True
75.5330 	EXP 	text_4: autoDraw = True
75.6911 	EXP 	New trial (rep=0, index=27): {'image': 'Recognition/Incorrect/Landmark35.jpeg', 'correct_key': 'n'}
76.2463 	DATA 	Keypress: y
76.2776 	EXP 	LandmarkImage: autoDraw = False
76.2776 	EXP 	Recog_Question: autoDraw = False
76.2776 	EXP 	text_4: autoDraw = False
76.2776 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark35.jpeg'
76.2776 	EXP 	LandmarkImage: autoDraw = True
76.2776 	EXP 	Recog_Question: autoDraw = True
76.2776 	EXP 	text_4: autoDraw = True
76.3675 	EXP 	New trial (rep=0, index=28): {'image': 'Recognition/Incorrect/Landmark22.jpeg', 'correct_key': 'n'}
76.9557 	DATA 	Keypress: n
76.9783 	EXP 	LandmarkImage: autoDraw = False
76.9783 	EXP 	Recog_Question: autoDraw = False
76.9783 	EXP 	text_4: autoDraw = False
76.9783 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark22.jpeg'
76.9783 	EXP 	LandmarkImage: autoDraw = True
76.9783 	EXP 	Recog_Question: autoDraw = True
76.9783 	EXP 	text_4: autoDraw = True
77.0512 	EXP 	New trial (rep=0, index=29): {'image': 'Recognition/Incorrect/Landmark23.jpeg', 'correct_key': 'n'}
77.5710 	DATA 	Keypress: y
77.5933 	EXP 	LandmarkImage: autoDraw = False
77.5933 	EXP 	Recog_Question: autoDraw = False
77.5933 	EXP 	text_4: autoDraw = False
77.5933 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark23.jpeg'
77.5933 	EXP 	LandmarkImage: autoDraw = True
77.5933 	EXP 	Recog_Question: autoDraw = True
77.5933 	EXP 	text_4: autoDraw = True
77.8441 	EXP 	New trial (rep=0, index=30): {'image': 'Recognition/Incorrect/Landmark40.jpeg', 'correct_key': 'n'}
78.3862 	DATA 	Keypress: n
78.4086 	EXP 	LandmarkImage: autoDraw = False
78.4086 	EXP 	Recog_Question: autoDraw = False
78.4086 	EXP 	text_4: autoDraw = False
78.4086 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark40.jpeg'
78.4086 	EXP 	LandmarkImage: autoDraw = True
78.4086 	EXP 	Recog_Question: autoDraw = True
78.4086 	EXP 	text_4: autoDraw = True
78.4590 	EXP 	New trial (rep=0, index=31): {'image': 'Recognition/Incorrect/Landmark31.jpeg', 'correct_key': 'n'}
79.0071 	DATA 	Keypress: y
79.0291 	EXP 	LandmarkImage: autoDraw = False
79.0291 	EXP 	Recog_Question: autoDraw = False
79.0291 	EXP 	text_4: autoDraw = False
79.0291 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark31.jpeg'
79.0291 	EXP 	LandmarkImage: autoDraw = True
79.0291 	EXP 	Recog_Question: autoDraw = True
79.0291 	EXP 	text_4: autoDraw = True
79.1717 	EXP 	New trial (rep=0, index=32): {'image': 'Recognition/Correct/Landmark14.jpeg', 'correct_key': 'y'}
79.7111 	DATA 	Keypress: n
79.7562 	EXP 	LandmarkImage: autoDraw = False
79.7562 	EXP 	Recog_Question: autoDraw = False
79.7562 	EXP 	text_4: autoDraw = False
79.7562 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark14.jpeg'
79.7562 	EXP 	LandmarkImage: autoDraw = True
79.7562 	EXP 	Recog_Question: autoDraw = True
79.7562 	EXP 	text_4: autoDraw = True
79.8244 	EXP 	New trial (rep=0, index=33): {'image': 'Recognition/Correct/Landmark20.jpeg', 'correct_key': 'y'}
80.3656 	DATA 	Keypress: y
80.3880 	EXP 	LandmarkImage: autoDraw = False
80.3880 	EXP 	Recog_Question: autoDraw = False
80.3880 	EXP 	text_4: autoDraw = False
80.3880 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark20.jpeg'
80.3880 	EXP 	LandmarkImage: autoDraw = True
80.3880 	EXP 	Recog_Question: autoDraw = True
80.3880 	EXP 	text_4: autoDraw = True
80.4826 	EXP 	New trial (rep=0, index=34): {'image': 'Recognition/Incorrect/Landmark36.jpeg', 'correct_key': 'n'}
81.0333 	DATA 	Keypress: n
81.0353 	DATA 	Keypress: y
81.0681 	EXP 	LandmarkImage: autoDraw = False
81.0681 	EXP 	Recog_Question: autoDraw = False
81.0681 	EXP 	text_4: autoDraw = False
81.0681 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark36.jpeg'
81.0681 	EXP 	LandmarkImage: autoDraw = True
81.0681 	EXP 	Recog_Question: autoDraw = True
81.0681 	EXP 	text_4: autoDraw = True
81.5767 	EXP 	New trial (rep=0, index=35): {'image': 'Recognition/Correct/Landmark12.jpeg', 'correct_key': 'y'}
82.0863 	DATA 	Keypress: n
82.0884 	DATA 	Keypress: y
82.1188 	EXP 	LandmarkImage: autoDraw = False
82.1188 	EXP 	Recog_Question: autoDraw = False
82.1188 	EXP 	text_4: autoDraw = False
82.1188 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark12.jpeg'
82.1188 	EXP 	LandmarkImage: autoDraw = True
82.1188 	EXP 	Recog_Question: autoDraw = True
82.1188 	EXP 	text_4: autoDraw = True
83.5264 	EXP 	New trial (rep=0, index=36): {'image': 'Recognition/Incorrect/Landmark35.jpeg', 'correct_key': 'n'}
84.0831 	DATA 	Keypress: n
84.1160 	EXP 	LandmarkImage: autoDraw = False
84.1160 	EXP 	Recog_Question: autoDraw = False
84.1160 	EXP 	text_4: autoDraw = False
84.1160 	EXP 	LandmarkImage: image = 'Recognition/Incorrect/Landmark35.jpeg'
84.1160 	EXP 	LandmarkImage: autoDraw = True
84.1160 	EXP 	Recog_Question: autoDraw = True
84.1160 	EXP 	text_4: autoDraw = True
84.5081 	DATA 	Keypress: y
84.5313 	EXP 	New trial (rep=0, index=37): {'image': 'Recognition/Correct/Landmark17.jpeg', 'correct_key': 'y'}
85.0683 	EXP 	LandmarkImage: autoDraw = False
85.0683 	EXP 	Recog_Question: autoDraw = False
85.0683 	EXP 	text_4: autoDraw = False
85.0683 	EXP 	LandmarkImage: image = 'Recognition/Correct/Landmark17.jpeg'
85.0683 	EXP 	LandmarkImage: autoDraw = True
85.0683 	EXP 	Recog_Question: autoDraw = True
85.0683 	EXP 	text_4: autoDraw = True
